No.	품목	규격	서울	10동	자스민	9연동	곤지암	대관령	평창	재고합계	올해판매량	지난해 판매량	생산량	폐기량	출고예정	분갈이	삽목	출고예정B	기타
325	황금라벤다	24cm	15	301	0	0	0	0	0	316	0	686	962	0	0				
326	황금라벤다	30cm	5	86	0	0	0	0	0	91	1	38	130	0	5				
327	황금로즈마리	10cm	0	0	0	0	0	0	0	0	0	0	2260	0	0				
328	황금로즈마리	18cm	166	0	0	0	2028	0	0	2194	34	57	2228	0	0				
329	황금로즈마리	24cm	10	0	0	0	134	0	0	144	4	39	215	0	0				
330	황금로즈마리	30cm	13	0	0	0	44	0	0	57	0	19	48	0	9				
331	휀넬	10cm	412	0	0	0	0	0	0	412	0	683	910	0	50				
332	휀넬	18cm	-1	0	0	0	0	0	0	-1	0	95	0	0	0				
333	휀넬브론즈	10cm	370	0	0	0	0	0	0	370	0	510	1184	0	0				
334	휀넬브론즈	18cm	-10	0	0	0	0	0	0	-10	0	126	0	0	0				
335	휘버휴	10cm	18	0	0	0	0	0	0	18	0	60	140	0	0				
336	흰꽃자스민	18cm	0	0	0	51	0	0	0	51	0	2	0	0	0				
337	흰꽃자스민	24cm	0	0	0	0	0	0	0	0	0	0	0	0	0				
338	흰꽃자스민	30cm	5	0	0	0	0	0	0	5	0	0	0	0	0				
