item_name,grade,zone,unit,current_stock
메리골드슈퍼보이옐로우,10cm,대관령,개,0
메리골드슈퍼보이옐로우,10cm,평창,개,0
메리골드슈퍼보이오렌지,10cm,서울,개,0
메리골드슈퍼보이오렌지,10cm,10동,개,0
메리골드슈퍼보이오렌지,10cm,자스민,개,0
메리골드슈퍼보이오렌지,10cm,9연동,개,0
메리골드슈퍼보이오렌지,10cm,곤지암,개,0
메리골드슈퍼보이오렌지,10cm,대관령,개,0
메리골드슈퍼보이오렌지,10cm,평창,개,0
멕시칸세이지,10cm,서울,개,7
멕시칸세이지,10cm,10동,개,110
멕시칸세이지,10cm,자스민,개,0
멕시칸세이지,10cm,9연동,개,60
멕시칸세이지,10cm,곤지암,개,0
멕시칸세이지,10cm,대관령,개,0
멕시칸세이지,10cm,평창,개,0
멕시칸세이지,18cm,서울,개,48
멕시칸세이지,18cm,10동,개,826
멕시칸세이지,18cm,자스민,개,0
멕시칸세이지,18cm,9연동,개,20
멕시칸세이지,18cm,곤지암,개,0
멕시칸세이지,18cm,대관령,개,0
멕시칸세이지,18cm,평창,개,0
멕시칸세이지,24cm,서울,개,40
멕시칸세이지,24cm,10동,개,865
멕시칸세이지,24cm,자스민,개,0
멕시칸세이지,24cm,9연동,개,0
멕시칸세이지,24cm,곤지암,개,0
멕시칸세이지,24cm,대관령,개,0
멕시칸세이지,24cm,평창,개,0
멕시칸세이지,30cm,서울,개,-6
멕시칸세이지,30cm,10동,개,40
멕시칸세이지,30cm,자스민,개,0
멕시칸세이지,30cm,9연동,개,0
멕시칸세이지,30cm,곤지암,개,0
멕시칸세이지,30cm,대관령,개,0
멕시칸세이지,30cm,평창,개,0
멕시칸세이지(흰색),10cm,서울,개,20
멕시칸세이지(흰색),10cm,10동,개,0
멕시칸세이지(흰색),10cm,자스민,개,0
멕시칸세이지(흰색),10cm,9연동,개,0
멕시칸세이지(흰색),10cm,곤지암,개,0
멕시칸세이지(흰색),10cm,대관령,개,0
멕시칸세이지(흰색),10cm,평창,개,0
멕시칸세이지(흰색),18cm,서울,개,24
멕시칸세이지(흰색),18cm,10동,개,677
멕시칸세이지(흰색),18cm,자스민,개,0
멕시칸세이지(흰색),18cm,9연동,개,58
멕시칸세이지(흰색),18cm,곤지암,개,0
멕시칸세이지(흰색),18cm,대관령,개,0
멕시칸세이지(흰색),18cm,평창,개,0
멕시칸세이지(흰색),24cm,서울,개,6
멕시칸세이지(흰색),24cm,10동,개,72
멕시칸세이지(흰색),24cm,자스민,개,0
멕시칸세이지(흰색),24cm,9연동,개,0
멕시칸세이지(흰색),24cm,곤지암,개,0
멕시칸세이지(흰색),24cm,대관령,개,0
멕시칸세이지(흰색),24cm,평창,개,0
멕시칸세이지(흰색),30cm,서울,개,1
멕시칸세이지(흰색),30cm,10동,개,26
멕시칸세이지(흰색),30cm,자스민,개,0
멕시칸세이지(흰색),30cm,9연동,개,0
멕시칸세이지(흰색),30cm,곤지암,개,0
멕시칸세이지(흰색),30cm,대관령,개,0
멕시칸세이지(흰색),30cm,평창,개,0
미스틱스파이어블루세이지,10cm,서울,개,0
미스틱스파이어블루세이지,10cm,10동,개,0
미스틱스파이어블루세이지,10cm,자스민,개,0
미스틱스파이어블루세이지,10cm,9연동,개,0
미스틱스파이어블루세이지,10cm,곤지암,개,0
미스틱스파이어블루세이지,10cm,대관령,개,0
미스틱스파이어블루세이지,10cm,평창,개,0
미스틱스파이어블루세이지,18cm,서울,개,49
미스틱스파이어블루세이지,18cm,10동,개,811
미스틱스파이어블루세이지,18cm,자스민,개,0
미스틱스파이어블루세이지,18cm,9연동,개,522
미스틱스파이어블루세이지,18cm,곤지암,개,0
미스틱스파이어블루세이지,18cm,대관령,개,0
미스틱스파이어블루세이지,18cm,평창,개,0
미스틱스파이어블루세이지,24cm,서울,개,19
미스틱스파이어블루세이지,24cm,10동,개,0
미스틱스파이어블루세이지,24cm,자스민,개,0
미스틱스파이어블루세이지,24cm,9연동,개,11
미스틱스파이어블루세이지,24cm,곤지암,개,0
미스틱스파이어블루세이지,24cm,대관령,개,0
미스틱스파이어블루세이지,24cm,평창,개,0
미스틱스파이어블루세이지,30cm,서울,개,4
미스틱스파이어블루세이지,30cm,10동,개,0
미스틱스파이어블루세이지,30cm,자스민,개,0
미스틱스파이어블루세이지,30cm,9연동,개,13
미스틱스파이어블루세이지,30cm,곤지암,개,0
미스틱스파이어블루세이지,30cm,대관령,개,0
미스틱스파이어블루세이지,30cm,평창,개,0
